president,first-term,word_count,fk_grade,readability,text
,,,,,
,,,,,"The Republic of Texas has made known her desire to come into our Union, to form a part of our Confederacy and enjoy with us the blessings of liberty secured and guaranteed by our Constitution. Texas was once a part of our country--was unwisely ceded away to a foreign power--is now independent, and possesses an undoubted right to dispose of a part or the whole of her territory and to merge her sovereignty as a separate and independent state in ours. I congratulate my country that by an act of the late Congress of the United States the assent of this Government has been given to the reunion, and it only remains for the two countries to agree upon the terms to consummate an object so important to both."
,,,,,
,,,,,"I regard the question of annexation as belonging exclusively to the United States and Texas. They are independent powers competent to contract, and foreign nations have no right to interfere with them or to take exceptions to their reunion. Foreign powers do not seem to appreciate the true character of our Government. Our Union is a confederation of independent States, whose policy is peace with each other and all the world. To enlarge its limits is to extend the dominions of peace over additional territories and increasing millions. The world has nothing to fear from military ambition in our Government. While the Chief Magistrate and the popular branch of Congress are elected for short terms by the suffrages of those millions who must in their own persons bear all the burdens and miseries of war, our Government can not be otherwise than pacific. Foreign powers should therefore look on the annexation of Texas to the United States not as the conquest of a nation seeking to extend her dominions by arms and violence, but as the peaceful acquisition of a territory once her own, by adding another member to our confederation, with the consent of that member, thereby diminishing the chances of war and opening to them new and ever-increasing markets for their products."
,,,,,
,,,,,"To Texas the reunion is important, because the strong protecting arm of our Government would be extended over her, and the vast resources of her fertile soil and genial climate would be speedily developed, while the safety of New Orleans and of our whole southwestern frontier against hostile aggression, as well as the interests of the whole Union, would be promoted by it."
,,,,,
,,,,,"In the earlier stages of our national existence the opinion prevailed with some that our system of confederated States could not operate successfully over an extended territory, and serious objections have at different times been made to the enlargement of our boundaries. These objections were earnestly urged when we acquired Louisiana. Experience has shown that they were not well founded. The title of numerous Indian tribes to vast tracts of country has been extinguished; new States have been admitted into the Union; new Territories have been created and our jurisdiction and laws extended over them. As our population has expanded, the Union has been cemented and strengthened. AS our boundaries have been enlarged and our agricultural population has been spread over a large surface, our federative system has acquired additional strength and security. It may well be doubted whether it would not be in greater danger of overthrow if our present population were confined to the comparatively narrow limits of the original thirteen States than it is now that they are sparsely settled over a more expanded territory. It is confidently believed that our system may be safely extended to the utmost bounds of our territorial limits, and that as it shall be extended the bonds of our Union, so far from being weakened, will become stronger."
,,,,,
,,,,,"None can fail to see the danger to our safety and future peace if Texas remains an independent state or becomes an ally or dependency of some foreign nation more powerful than herself. Is there one among our citizens who would not prefer perpetual peace with Texas to occasional wars, which so often occur between bordering independent nations? Is there one who would not prefer free intercourse with her to high duties on all our products and manufactures which enter her ports or cross her frontiers? Is there one who would not prefer an unrestricted communication with her citizens to the frontier obstructions which must occur if she remains out of the Union? Whatever is good or evil in the local institutions of Texas will remain her own whether annexed to the United States or not. None of the present States will be responsible for them any more than they are for the local institutions of each other. They have confederated together for certain specified objects. Upon the same principle that they would refuse to form a perpetual union with Texas because of her local institutions our forefathers would have been prevented from forming our present Union. Perceiving no valid objection to the measure and many reasons for its adoption vitally affecting the peace, the safety, and the prosperity of both countries, I shall on the broad principle which formed the basis and produced the adoption of our Constitution, and not in any narrow spirit of sectional policy, endeavor by all Constitutional, honorable, and appropriate means to consummate the expressed will of the people and Government of the United States by the reannexation of Texas to our Union at the earliest practicable period."
,,,,,
,,,,,"Nor will it become in a less degree my duty to assert and maintain by all Constitutional means the right of the United States to that portion of our territory which lies beyond the Rocky Mountains. Our title to the country of the Oregon is ""clear and unquestionable,"" and already are our people preparing to perfect that title by occupying it with their wives and children. But eighty years ago our population was confined on the west by the ridge of the Alleghanies. Within that period--within the lifetime, I might say, of some of my hearers--our people, increasing to many millions, have filled the eastern valley of the Mississippi, adventurously ascended the Missouri to its headsprings, and are already engaged in establishing the blessings of self-government in valleys of which the rivers flow to the Pacific. The world beholds the peaceful triumphs of the industry of our emigrants. To us belongs the duty of protecting them adequately wherever they may be upon our soil. The jurisdiction of our laws and the benefits of our republican institutions should be extended over them in the distant regions which they have selected for their homes. The increasing facilities of intercourse will easily bring the States, of which the formation in that part of our territory can not be long delayed, within the sphere of our federative Union. In the meantime every obligation imposed by treaty or conventional stipulations should be sacredly respected."
,,,,,
,,,,,"In the management of our foreign relations it will be my aim to observe a careful respect for the rights of other nations, while our own will be the subject of constant watchfulness. Equal and exact justice should characterize all our intercourse with foreign countries. All alliances having a tendency to jeopard the welfare and honor of our country or sacrifice any one of the national interests will be studiously avoided, and yet no opportunity will be lost to cultivate a favorable understanding with foreign governments by which our navigation and commerce may be extended and the ample products of our fertile soil, as well as the manufactures of our skillful artisans, find a ready market and remunerating prices in foreign countries."
,,,,,
,,,,,"In taking ""care that the laws be faithfully executed,"" a strict performance of duty will be exacted from all public officers. From those officers, especially, who are charged with the collection and disbursement of the public revenue will prompt and rigid accountability be required. Any culpable failure or delay on their part to account for the moneys intrusted to them at the times and in the manner required by law will in every instance terminate the official connection of such defaulting officer with the Government."
,,,,,
,,,,,"Although in our country the Chief Magistrate must almost of necessity be chosen by a party and stand pledged to its principles and measures, yet in his official action he should not be the President of a part only, but of the whole people of the United States. While he executes the laws with an impartial hand, shrinks from no proper responsibility, and faithfully carries out in the executive department of the Government the principles and policy of those who have chosen him, he should not be unmindful that our fellow-citizens who have differed with him in opinion are entitled to the full and free exercise of their opinions and judgments, and that the rights of all are entitled to respect and regard."
,,,,,
,,,,,"Confidently relying upon the aid and assistance of the coordinate departments of the Government in conducting our public affairs, I enter upon the discharge of the high duties which have been assigned me by the people, again humbly supplicating that Divine Being who has watched over and protected our beloved country from its infancy to the present hour to continue His gracious benedictions upon us, that we may continue to be a prosperous and happy people. "
,,,,,"Senator Hatfield, Mr. Chief Justice, Mr. President, Vice President Bush, Vice President Mondale, Senator Baker, Speaker O'Neill, Reverend Moomaw, and my fellow citizens: To a few of us here today, this is a solemn and most momentous occasion; and yet, in the history of our Nation, it is a commonplace occurrence. The orderly transfer of authority as called for in the Constitution routinely takes place as it has for almost two centuries and few of us stop to think how unique we really are. In the eyes of many in the world, this every-4-year ceremony we accept as normal is nothing less than a miracle."
,,,,,
,,,,,"Mr. President, I want our fellow citizens to know how much you did to carry on this tradition. By your gracious cooperation in the transition process, you have shown a watching world that we are a united people pledged to maintaining a political system which guarantees individual liberty to a greater degree than any other, and I thank you and your people for all your help in maintaining the continuity which is the bulwark of our Republic."
,,,,,
,,,,,"The business of our nation goes forward. These United States are confronted with an economic affliction of great proportions. We suffer from the longest and one of the worst sustained inflations in our national history. It distorts our economic decisions, penalizes thrift, and crushes the struggling young and the fixed- income elderly alike. It threatens to shatter the lives of millions of our people."
,,,,,
,,,,,"Idle industries have cast workers into unemployment, causing human misery and personal indignity. Those who do work are denied a fair return for their labor by a tax system which penalizes successful achievement and keeps us from maintaining full productivity."
,,,,,
,,,,,"But great as our tax burden is, it has not kept pace with public spending. For decades, we have piled deficit upon deficit, mortgaging our future and our children's future for the temporary convenience of the present. To continue this long trend is to guarantee tremendous social, cultural, political, and economic upheavals."
,,,,,
,,,,,"You and I, as individuals, can, by borrowing, live beyond our means, but for only a limited period of time. Why, then, should we think that collectively, as a nation, we are not bound by that same limitation?"
,,,,,
,,,,,"We must act today in order to preserve tomorrow. And let there be no misunderstanding--we are going to begin to act, beginning today."
,,,,,
,,,,,"The economic ills we suffer have come upon us over several decades. They will not go away in days, weeks, or months, but they will go away. They will go away because we, as Americans, have the capacity now, as we have had in the past, to do whatever needs to be done to preserve this last and greatest bastion of freedom."
,,,,,
,,,,,"In this present crisis, government is not the solution to our problem; government is the problem."
,,,,,
,,,,,"From time to time, we have been tempted to believe that society has become too complex to be managed by self-rule, that government by an elite group is superior to government for, by, and of the people. But if no one among us is capable of governing himself, then who among us has the capacity to govern someone else? All of us together, in and out of government, must bear the burden. The solutions we seek must be equitable, with no one group singled out to pay a higher price."
,,,,,
,,,,,"We hear much of special interest groups. Our concern must be for a special interest group that has been too long neglected. It knows no sectional boundaries or ethnic and racial divisions, and it crosses political party lines. It is made up of men and women who raise our food, patrol our streets, man our mines and our factories, teach our children, keep our homes, and heal us when we are sick--professionals, industrialists, shopkeepers, clerks, cabbies, and truckdrivers. They are, in short, ""We the people,"" this breed called Americans."
,,,,,
,,,,,"Well, this administration's objective will be a healthy, vigorous, growing economy that provides equal opportunity for all Americans, with no barriers born of bigotry or discrimination. Putting America back to work means putting all Americans back to work. Ending inflation means freeing all Americans from the terror of runaway living costs. All must share in the productive work of this ""new beginning"" and all must share in the bounty of a revived economy. With the idealism and fair play which are the core of our system and our strength, we can have a strong and prosperous America at peace with itself and the world."
,,,,,
,,,,,"So, as we begin, let us take inventory. We are a nation that has a government--not the other way around. And this makes us special among the nations of the Earth. Our Government has no power except that granted it by the people. It is time to check and reverse the growth of government which shows signs of having grown beyond the consent of the governed."
,,,,,
,,,,,It is my intention to curb the size and influence of the Federal establishment and to demand recognition of the distinction between the powers granted to the Federal Government and those reserved to the States or to the people. All of us need to be reminded that the Federal Government did not create the States; the States created the Federal Government.
,,,,,
,,,,,"Now, so there will be no misunderstanding, it is not my intention to do away with government. It is, rather, to make it work-work with us, not over us; to stand by our side, not ride on our back. Government can and must provide opportunity, not smother it; foster productivity, not stifle it."
,,,,,
,,,,,"If we look to the answer as to why, for so many years, we achieved so much, prospered as no other people on Earth, it was because here, in this land, we unleashed the energy and individual genius of man to a greater extent than has ever been done before. Freedom and the dignity of the individual have been more available and assured here than in any other place on Earth. The price for this freedom at times has been high, but we have never been unwilling to pay that price."
,,,,,
,,,,,"It is no coincidence that our present troubles parallel and are proportionate to the intervention and intrusion in our lives that result from unnecessary and excessive growth of government. It is time for us to realize that we are too great a nation to limit ourselves to small dreams. We are not, as some would have us believe, loomed to an inevitable decline. I do not believe in a fate that will all on us no matter what we do. I do believe in a fate that will fall on us if we do nothing. So, with all the creative energy at our command, let us begin an era of national renewal. Let us renew our determination, our courage, and our strength. And let us renew; our faith and our hope."
,,,,,
,,,,,"We have every right to dream heroic dreams. Those who say that we are in a time when there are no heroes just don't know where to look. You can see heroes every day going in and out of factory gates. Others, a handful in number, produce enough food to feed all of us and then the world beyond. You meet heroes across a counter--and they are on both sides of that counter. There are entrepreneurs with faith in themselves and faith in an idea who create new jobs, new wealth and opportunity. They are individuals and families whose taxes support the Government and whose voluntary gifts support church, charity, culture, art, and education. Their patriotism is quiet but deep. Their values sustain our national life."
,,,,,
,,,,,"I have used the words ""they"" and ""their"" in speaking of these heroes. I could say ""you"" and ""your"" because I am addressing the heroes of whom I speak--you, the citizens of this blessed land. Your dreams, your hopes, your goals are going to be the dreams, the hopes, and the goals of this administration, so help me God."
,,,,,
,,,,,"We shall reflect the compassion that is so much a part of your makeup. How can we love our country and not love our countrymen, and loving them, reach out a hand when they fall, heal them when they are sick, and provide opportunities to make them self- sufficient so they will be equal in fact and not just in theory?"
,,,,,
,,,,,"Can we solve the problems confronting us? Well, the answer is an unequivocal and emphatic ""yes."" To paraphrase Winston Churchill, I did not take the oath I have just taken with the intention of presiding over the dissolution of the world's strongest economy."
,,,,,
,,,,,"In the days ahead I will propose removing the roadblocks that have slowed our economy and reduced productivity. Steps will be taken aimed at restoring the balance between the various levels of government. Progress may be slow--measured in inches and feet, not miles--but we will progress. Is it time to reawaken this industrial giant, to get government back within its means, and to lighten our punitive tax burden. And these will be our first priorities, and on these principles, there will be no compromise."
,,,,,
,,,,,"On the eve of our struggle for independence a man who might have been one of the greatest among the Founding Fathers, Dr. Joseph Warren, President of the Massachusetts Congress, said to his fellow Americans, ""Our country is in danger, but not to be despaired of.... On you depend the fortunes of America. You are to decide the important questions upon which rests the happiness and the liberty of millions yet unborn. Act worthy of yourselves."""
,,,,,
,,,,,"Well, I believe we, the Americans of today, are ready to act worthy of ourselves, ready to do what must be done to ensure happiness and liberty for ourselves, our children and our children's children."
,,,,,
,,,,,"And as we renew ourselves here in our own land, we will be seen as having greater strength throughout the world. We will again be the exemplar of freedom and a beacon of hope for those who do not now have freedom."
,,,,,
,,,,,"To those neighbors and allies who share our freedom, we will strengthen our historic ties and assure them of our support and firm commitment. We will match loyalty with loyalty. We will strive for mutually beneficial relations. We will not use our friendship to impose on their sovereignty, for or own sovereignty is not for sale."
,,,,,
,,,,,"As for the enemies of freedom, those who are potential adversaries, they will be reminded that peace is the highest aspiration of the American people. We will negotiate for it, sacrifice for it; we will not surrender for it--now or ever."
,,,,,
,,,,,"Our forbearance should never be misunderstood. Our reluctance for conflict should not be misjudged as a failure of will. When action is required to preserve our national security, we will act. We will maintain sufficient strength to prevail if need be, knowing that if we do so we have the best chance of never having to use that strength."
,,,,,
,,,,,"Above all, we must realize that no arsenal, or no weapon in the arsenals of the world, is so formidable as the will and moral courage of free men and women. It is a weapon our adversaries in today's world do not have. It is a weapon that we as Americans do have. Let that be understood by those who practice terrorism and prey upon their neighbors."
,,,,,
,,,,,"I am told that tens of thousands of prayer meetings are being held on this day, and for that I am deeply grateful. We are a nation under God, and I believe God intended for us to be free. It would be fitting and good, I think, if on each Inauguration Day in future years it should be declared a day of prayer."
,,,,,
,,,,,"This is the first time in history that this ceremony has been held, as you have been told, on this West Front of the Capitol. Standing here, one faces a magnificent vista, opening up on this city's special beauty and history. At the end of this open mall are those shrines to the giants on whose shoulders we stand."
,,,,,
,,,,,"Directly in front of me, the monument to a monumental man: George Washington, Father of our country. A man of humility who came to greatness reluctantly. He led America out of revolutionary victory into infant nationhood. Off to one side, the stately memorial to Thomas Jefferson. The Declaration of Independence flames with his eloquence."
,,,,,
,,,,,And then beyond the Reflecting Pool the dignified columns of the Lincoln Memorial. Whoever would understand in his heart the meaning of America will find it in the life of Abraham Lincoln.
,,,,,
,,,,,"Beyond those monuments to heroism is the Potomac River, and on the far shore the sloping hills of Arlington National Cemetery with its row on row of simple white markers bearing crosses or Stars of David. They add up to only a tiny fraction of the price that has been paid for our freedom."
,,,,,
,,,,,"Each one of those markers is a monument to the kinds of hero I spoke of earlier. Their lives ended in places called Belleau Wood, The Argonne, Omaha Beach, Salerno and halfway around the world on Guadalcanal, Tarawa, Pork Chop Hill, the Chosin Reservoir, and in a hundred rice paddies and jungles of a place called Vietnam."
,,,,,
,,,,,"Under one such marker lies a young man--Martin Treptow--who left his job in a small town barber shop in 1917 to go to France with the famed Rainbow Division. There, on the western front, he was killed trying to carry a message between battalions under heavy artillery fire."
,,,,,
,,,,,"We are told that on his body was found a diary. On the flyleaf under the heading, ""My Pledge,"" he had written these words: ""America must win this war. Therefore, I will work, I will save, I will sacrifice, I will endure, I will fight cheerfully and do my utmost, as if the issue of the whole struggle depended on me alone."""
,,,,,
,,,,,"The crisis we are facing today does not require of us the kind of sacrifice that Martin Treptow and so many thousands of others were called upon to make. It does require, however, our best effort, and our willingness to believe in ourselves and to believe in our capacity to perform great deeds; to believe that together, with God's help, we can and will resolve the problems which now confront us."
,,,,,
,,,,,"And, after all, why shouldn't we believe that? We are Americans. God bless you, and thank you."
,,,,,"President Clinton, distinguished guests and my fellow citizens:"
,,,,,
,,,,,"The peaceful transfer of authority is rare in history, yet common in our country. With a simple oath, we affirm old traditions and make new beginnings."
,,,,,
,,,,,"As I begin, I thank President Clinton for his service to our nation; and I thank Vice President Gore for a contest conducted with spirit and ended with grace."
,,,,,
,,,,,"I am honored and humbled to stand here, where so many of America's leaders have come before me, and so many will follow."
,,,,,
,,,,,"We have a place, all of us, in a long story. A story we continue, but whose end we will not see. It is the story of a new world that became a friend and liberator of the old, a story of a slave-holding society that became a servant of freedom, the story of a power that went into the world to protect but not possess, to defend but not to conquer. It is the American story. A story of flawed and fallible people, united across the generations by grand and enduring ideals. The grandest of these ideals is an unfolding American promise that everyone belongs, that everyone deserves a chance, that no insignificant person was ever born. Americans are called upon to enact this promise in our lives and in our laws; and though our nation has sometimes halted, and sometimes delayed, we must follow no other course."
,,,,,
,,,,,"Through much of the last century, America's faith in freedom and democracy was a rock in a raging sea. Now it is a seed upon the wind, taking root in many nations. Our democratic faith is more than the creed of our country, it is the inborn hope of our humanity, an ideal we carry but do not own, a trust we bear and pass along; and even after nearly 225 years, we have a long way yet to travel."
,,,,,
,,,,,"While many of our citizens prosper, others doubt the promise, even the justice, of our own country. The ambitions of some Americans are limited by failing schools and hidden prejudice and the circumstances of their birth; and sometimes our differences run so deep, it seems we share a continent, but not a country. We do not accept this, and we will not allow it. Our unity, our union, is the serious work of leaders and citizens in every generation; and this is my solemn pledge, ""I will work to build a single nation of justice and opportunity."" I know this is in our reach because we are guided by a power larger than ourselves who creates us equal in His image and we are confident in principles that unite and lead us onward."
,,,,,
,,,,,"America has never been united by blood or birth or soil. We are bound by ideals that move us beyond our backgrounds, lift us above our interests and teach us what it means to be citizens. Every child must be taught these principles. Every citizen must uphold them; and every immigrant, by embracing these ideals, makes our country more, not less, American."
,,,,,
,,,,,"Today, we affirm a new commitment to live out our nation's promise through civility, courage, compassion and character. America, at its best, matches a commitment to principle with a concern for civility. A civil society demands from each of us good will and respect, fair dealing and forgiveness. Some seem to believe that our politics can afford to be petty because, in a time of peace, the stakes of our debates appear small. But the stakes for America are never small. If our country does not lead the cause of freedom, it will not be led. If we do not turn the hearts of children toward knowledge and character, we will lose their gifts and undermine their idealism. If we permit our economy to drift and decline, the vulnerable will suffer most. We must live up to the calling we share. Civility is not a tactic or a sentiment. It is the determined choice of trust over cynicism, of community over chaos. This commitment, if we keep it, is a way to shared accomplishment."
,,,,,
,,,,,"America, at its best, is also courageous. Our national courage has been clear in times of depression and war, when defending common dangers defined our common good. Now we must choose if the example of our fathers and mothers will inspire us or condemn us. We must show courage in a time of blessing by confronting problems instead of passing them on to future generations."
,,,,,
,,,,,"Together, we will reclaim America's schools, before ignorance and apathy claim more young lives; we will reform Social Security and Medicare, sparing our children from struggles we have the power to prevent; we will reduce taxes, to recover the momentum of our economy and reward the effort and enterprise of working Americans; we will build our defenses beyond challenge, lest weakness invite challenge; and we will confront weapons of mass destruction, so that a new century is spared new horrors."
,,,,,
,,,,,"The enemies of liberty and our country should make no mistake, America remains engaged in the world by history and by choice, shaping a balance of power that favors freedom. We will defend our allies and our interests; we will show purpose without arrogance; we will meet aggression and bad faith with resolve and strength; and to all nations, we will speak for the values that gave our nation birth."
,,,,,
,,,,,"America, at its best, is compassionate. In the quiet of American conscience, we know that deep, persistent poverty is unworthy of our nation's promise. Whatever our views of its cause, we can agree that children at risk are not at fault. Abandonment and abuse are not acts of God, they are failures of love. The proliferation of prisons, however necessary, is no substitute for hope and order in our souls. Where there is suffering, there is duty. Americans in need are not strangers, they are citizens, not problems, but priorities, and all of us are diminished when any are hopeless. Government has great responsibilities for public safety and public health, for civil rights and common schools. Yet compassion is the work of a nation, not just a government. Some needs and hurts are so deep they will only respond to a mentor's touch or a pastor's prayer. Church and charity, synagogue and mosque lend our communities their humanity, and they will have an honored place in our plans and in our laws. Many in our country do not know the pain of poverty, but we can listen to those who do. I can pledge our nation to a goal, ""When we see that wounded traveler on the road to Jericho, we will not pass to the other side."""
,,,,,
,,,,,"America, at its best, is a place where personal responsibility is valued and expected. Encouraging responsibility is not a search for scapegoats, it is a call to conscience. Though it requires sacrifice, it brings a deeper fulfillment. We find the fullness of life not only in options, but in commitments. We find that children and community are the commitments that set us free. Our public interest depends on private character, on civic duty and family bonds and basic fairness, on uncounted, unhonored acts of decency which give direction to our freedom. Sometimes in life we are called to do great things. But as a saint of our times has said, every day we are called to do small things with great love. The most important tasks of a democracy are done by everyone. I will live and lead by these principles, ""to advance my convictions with civility, to pursue the public interest with courage, to speak for greater justice and compassion, to call for responsibility and try to live it as well."" In all of these ways, I will bring the values of our history to the care of our times."
,,,,,
,,,,,"What you do is as important as anything government does. I ask you to seek a common good beyond your comfort; to defend needed reforms against easy attacks; to serve your nation, beginning with your neighbor. I ask you to be citizens. Citizens, not spectators; citizens, not subjects; responsible citizens, building communities of service and a nation of character."
,,,,,
,,,,,"Americans are generous and strong and decent, not because we believe in ourselves, but because we hold beliefs beyond ourselves. When this spirit of citizenship is missing, no government program can replace it. When this spirit is present, no wrong can stand against it."
,,,,,
,,,,,"After the Declaration of Independence was signed, Virginia statesman John Page wrote to Thomas Jefferson, ""We know the race is not to the swift nor the battle to the strong. Do you not think an angel rides in the whirlwind and directs this storm?"" Much time has passed since Jefferson arrived for his inauguration. The years and changes accumulate, but the themes of this day he would know, ""our nation's grand story of courage and its simple dream of dignity."""
,,,,,
,,,,,"We are not this story's author, who fills time and eternity with His purpose. Yet His purpose is achieved in our duty, and our duty is fulfilled in service to one another. Never tiring, never yielding, never finishing, we renew that purpose today; to make our country more just and generous; to affirm the dignity of our lives and every life."
,,,,,
,,,,,This work continues. This story goes on. And an angel still rides in the whirlwind and directs this storm.
,,,,,
,,,,,"God bless you all, and God bless America. "
,,,,,"I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels. This is preeminently the time to speak the truth, the whole truth, frankly and boldly. Nor need we shrink from honestly facing conditions in our country today. This great Nation will endure as it has endured, will revive and will prosper. So, first of all, let me assert my firm belief that the only thing we have to fear is fear itself--nameless, unreasoning, unjustified terror which paralyzes needed efforts to convert retreat into advance. In every dark hour of our national life a leadership of frankness and vigor has met with that understanding and support of the people themselves which is essential to victory. I am convinced that you will again give that support to leadership in these critical days."
,,,,,
,,,,,"In such a spirit on my part and on yours we face our common difficulties. They concern, thank God, only material things. Values have shrunken to fantastic levels; taxes have risen; our ability to pay has fallen; government of all kinds is faced by serious curtailment of income; the means of exchange are frozen in the currents of trade; the withered leaves of industrial enterprise lie on every side; farmers find no markets for their produce; the savings of many years in thousands of families are gone."
,,,,,
,,,,,"More important, a host of unemployed citizens face the grim problem of existence, and an equally great number toil with little return. Only a foolish optimist can deny the dark realities of the moment."
,,,,,
,,,,,"Yet our distress comes from no failure of substance. We are stricken by no plague of locusts. Compared with the perils which our forefathers conquered because they believed and were not afraid, we have still much to be thankful for. Nature still offers her bounty and human efforts have multiplied it. Plenty is at our doorstep, but a generous use of it languishes in the very sight of the supply. Primarily this is because the rulers of the exchange of mankind's goods have failed, through their own stubbornness and their own incompetence, have admitted their failure, and abdicated. Practices of the unscrupulous money changers stand indicted in the court of public opinion, rejected by the hearts and minds of men."
,,,,,
,,,,,"True they have tried, but their efforts have been cast in the pattern of an outworn tradition. Faced by failure of credit they have proposed only the lending of more money. Stripped of the lure of profit by which to induce our people to follow their false leadership, they have resorted to exhortations, pleading tearfully for restored confidence. They know only the rules of a generation of self-seekers. They have no vision, and when there is no vision the people perish."
,,,,,
,,,,,The money changers have fled from their high seats in the temple of our civilization. We may now restore that temple to the ancient truths. The measure of the restoration lies in the extent to which we apply social values more noble than mere monetary profit.
,,,,,
,,,,,"Happiness lies not in the mere possession of money; it lies in the joy of achievement, in the thrill of creative effort. The joy and moral stimulation of work no longer must be forgotten in the mad chase of evanescent profits. These dark days will be worth all they cost us if they teach us that our true destiny is not to be ministered unto but to minister to ourselves and to our fellow men."
,,,,,
,,,,,"Recognition of the falsity of material wealth as the standard of success goes hand in hand with the abandonment of the false belief that public office and high political position are to be valued only by the standards of pride of place and personal profit; and there must be an end to a conduct in banking and in business which too often has given to a sacred trust the likeness of callous and selfish wrongdoing. Small wonder that confidence languishes, for it thrives only on honesty, on honor, on the sacredness of obligations, on faithful protection, on unselfish performance; without them it cannot live."
,,,,,
,,,,,"Restoration calls, however, not for changes in ethics alone. This Nation asks for action, and action now."
,,,,,
,,,,,"Our greatest primary task is to put people to work. This is no unsolvable problem if we face it wisely and courageously. It can be accomplished in part by direct recruiting by the Government itself, treating the task as we would treat the emergency of a war, but at the same time, through this employment, accomplishing greatly needed projects to stimulate and reorganize the use of our natural resources."
,,,,,
,,,,,"Hand in hand with this we must frankly recognize the overbalance of population in our industrial centers and, by engaging on a national scale in a redistribution, endeavor to provide a better use of the land for those best fitted for the land. The task can be helped by definite efforts to raise the values of agricultural products and with this the power to purchase the output of our cities. It can be helped by preventing realistically the tragedy of the growing loss through foreclosure of our small homes and our farms. It can be helped by insistence that the Federal, State, and local governments act forthwith on the demand that their cost be drastically reduced. It can be helped by the unifying of relief activities which today are often scattered, uneconomical, and unequal. It can be helped by national planning for and supervision of all forms of transportation and of communications and other utilities which have a definitely public character. There are many ways in which it can be helped, but it can never be helped merely by talking about it. We must act and act quickly."
,,,,,
,,,,,"Finally, in our progress toward a resumption of work we require two safeguards against a return of the evils of the old order; there must be a strict supervision of all banking and credits and investments; there must be an end to speculation with other people's money, and there must be provision for an adequate but sound currency."
,,,,,
,,,,,"There are the lines of attack. I shall presently urge upon a new Congress in special session detailed measures for their fulfillment, and I shall seek the immediate assistance of the several States."
,,,,,
,,,,,"Through this program of action we address ourselves to putting our own national house in order and making income balance outgo. Our international trade relations, though vastly important, are in point of time and necessity secondary to the establishment of a sound national economy. I favor as a practical policy the putting of first things first. I shall spare no effort to restore world trade by international economic readjustment, but the emergency at home cannot wait on that accomplishment."
,,,,,
,,,,,"The basic thought that guides these specific means of national recovery is not narrowly nationalistic. It is the insistence, as a first consideration, upon the interdependence of the various elements in all parts of the United States--a recognition of the old and permanently important manifestation of the American spirit of the pioneer. It is the way to recovery. It is the immediate way. It is the strongest assurance that the recovery will endure."
,,,,,
,,,,,"In the field of world policy I would dedicate this Nation to the policy of the good neighbor--the neighbor who resolutely respects himself and, because he does so, respects the rights of others-- the neighbor who respects his obligations and respects the sanctity of his agreements in and with a world of neighbors."
,,,,,
,,,,,"If I read the temper of our people correctly, we now realize as we have never realized before our interdependence on each other; that we can not merely take but we must give as well; that if we are to go forward, we must move as a trained and loyal army willing to sacrifice for the good of a common discipline, because without such discipline no progress is made, no leadership becomes effective. We are, I know, ready and willing to submit our lives and property to such discipline, because it makes possible a leadership which aims at a larger good. This I propose to offer, pledging that the larger purposes will bind upon us all as a sacred obligation with a unity of duty hitherto evoked only in time of armed strife."
,,,,,
,,,,,"With this pledge taken, I assume unhesitatingly the leadership of this great army of our people dedicated to a disciplined attack upon our common problems."
,,,,,
,,,,,"Action in this image and to this end is feasible under the form of government which we have inherited from our ancestors. Our Constitution is so simple and practical that it is possible always to meet extraordinary needs by changes in emphasis and arrangement without loss of essential form. That is why our constitutional system has proved itself the most superbly enduring political mechanism the modern world has produced. It has met every stress of vast expansion of territory, of foreign wars, of bitter internal strife, of world relations."
,,,,,
,,,,,It is to be hoped that the normal balance of executive and legislative authority may be wholly adequate to meet the unprecedented task before us. But it may be that an unprecedented demand and need for undelayed action may call for temporary departure from that normal balance of public procedure.
,,,,,
,,,,,"I am prepared under my constitutional duty to recommend the measures that a stricken nation in the midst of a stricken world may require. These measures, or such other measures as the Congress may build out of its experience and wisdom, I shall seek, within my constitutional authority, to bring to speedy adoption."
,,,,,
,,,,,"But in the event that the Congress shall fail to take one of these two courses, and in the event that the national emergency is still critical, I shall not evade the clear course of duty that will then confront me. I shall ask the Congress for the one remaining instrument to meet the crisis--broad Executive power to wage a war against the emergency, as great as the power that would be given to me if we were in fact invaded by a foreign foe."
,,,,,
,,,,,For the trust reposed in me I will return the courage and the devotion that befit the time. I can do no less.
,,,,,
,,,,,We face the arduous days that lie before us in the warm courage of the national unity; with the clear consciousness of seeking old and precious moral values; with the clean satisfaction that comes from the stem performance of duty by old and young alike. We aim at the assurance of a rounded and permanent national life.
,,,,,
,,,,,"We do not distrust the future of essential democracy. The people of the United States have not failed. In their need they have registered a mandate that they want direct, vigorous action. They have asked for discipline and direction under leadership. They have made me the present instrument of their wishes. In the spirit of the gift I take it."
,,,,,
,,,,,In this dedication of a Nation we humbly ask the blessing of God. May He protect each and every one of us. May He guide me in the days to come. 
